id;calle3;numero;depto_normal;manzana_normal;lote_normal
355823;B° 500 VIV.SUR M:;108;C:15;MZ 108;
355824;B° 500 VIV.MZA.;108;C:8;MZ 108;
355825;B° 500 V. SUR M:;108;C:6;MZ 108;
355826;Bø500 VIV.SUR MZ:;108;C:3;MZ 108;
355827;B°500 VDAS SUR M;108;C:15;MZ 108;
355828;B° 500 VIV SUR M;108;C:5;MZ 108;
355829;B° 500 VIV.SUR M:;108;C:8;MZ 108;
355830;500 VV. M:;108;C:20;MZ 108;
355831;500 VDAS;108;C:14;;
355832;B° 500 VIV SUR M;108;C:15;MZ 108;
355833;Bø 500 VDAS SUR;108;C:11;;
355834;Bø500 VIV.MZ:;108;C:16;MZ 108;
355835;500 VDAS SUR;108;C:11;;
355836;B° 500 VIV. M:;108;C:13;MZ 108;
355837;Bø 500 VIV SUR M:M;108;C: 7;MZ 108;
355838;Bø 500 VIV.SUR M:;108;C:8;MZ 108;
355839;B° 500 VIV. SUR MZ:;108;C:12;MZ 108;
355840;B° 50 VIV.SUR M:;108;C:1;MZ 108;
355841;B° S.PUNTANAS M:;108;C:6;MZ 108;
355842;B° 500 VIV M:;108;C: 3;MZ 108;
355843;B° 500 VDAS. SUR MZ.;108;C.12;;
355844;B°500 VDAS SUR;108;C:15;;
355845;B° 500 VIV. M:;108;C:17;MZ 108;
355846;B° 500 VIV. M:;108;C:4;MZ 108;
355847;B° 500 VDAS SUR MZA;108;C.18;MZ 108;
355848;B° 500 VIV. SUR M:;108;C:3;MZ 108;
355849;B° 500 VDAS MZ;108;C:2;;
355850;Bø 500 VIV. M:;108;C:5;MZ 108;
355851;B° 500 VIV.SUR;109;12;109;
355852;B° 500 VIV SUR M;109;C:15;MZ 109;
355853;B° 500 VIV. M:;109;C:12;MZ 109;
355854;B° 500 VIV.SUR;109;C. 10;;
355855;B° 500 VIV.SUR;109;C: 06;;
355856;B° 500 VIV.SUR;109;04;;
355857;B° 500 VIV.SUR;109;8;;
355858;B° 500 VIV.SUR;109;13;;
355859;B° 500 VIV.SUR;109;7;;
355860;B° 500 VIV.SUR;109;1;;
355861;B° 500 VIV.SUR;109;2;;
355862;B° 500 VIV.SUR;109;C:9;;
355863;B° 500 VIV.SUR;109;C: 02;;
355864;B° S.PUNTANAS;109;1;;
355865;B° 500 VDAS SUR MZA;109;CS 14;MZ 109;
355866;B° 500 VIV. M:;109;C:12;MZ 109;
355867;B°500 VDAS SUR MZA;109;CS 19;MZ 109;
355868;B° 500 VIV.SUR M:;109;C:9;MZ 109;
355869;B°500 VDAS;109;C:19;;
355870;Bø 500 VIV. M:;109;C:15;MZ 109;
355871;500 VDAS SUR MZA;109;C:07;MZ 109;
355872;B° 500 VV M:;109;C:06;MZ 109;
355873;Bø 500 VIV. SUR M:;109;C:20;MZ 109;
355874;B° 500 VIV M:;109;C.3;MZ 109;
355875;B° SERRANIAS PUNTANAS M:;109;C:6;MZ 109;
355876;Bø 500 VIV SUR M:;109;C: 7;MZ 109;
355877;Bø 500 VIV SUR M:;109;C: 4;MZ 109;
355878;500 VIV SUR M:;109;C.3;MZ 109;
355879;B°500 VIV SUR MZ:;109;CS.1;MZ 109;
355880;B° 500 VIV. MZ.;109;C.3;;
355881;B° 500 VIV. MZ.;109;C.3;;
355882;B° 500 VIV.SUR M:;109;C:15;MZ 109;
355883;B° 500 VIV. SUR M:;109;C:14;MZ 109;
355884;B° 500 VIV.M:;109;C:7;MZ 109;
355885;B° 500 VIV. SUR M:;109;C:18;MZ 109;
355886;B° 500 VV M:;109;C:09;MZ 109;
355887;B° 500 VIV. M:;109;C:12;MZ 109;
355888;500 VDAS SUR;109;C:01;;
355889;B° 500 VV. SUR M:;109;C:04;MZ 109;
355890;B° 500 VIV. M:;109;C:7;MZ 109;
355891;B° 500 VIV. M:;109;C:18;MZ 109;
355892;B° SERRANIAS PUNT MZA;109;CS 17;MZ 109;
355893;B° SERRANIAS PUNTANAS M:;109;C:17;MZ 109;
355894;B° 500 VIV. MZ:;109;C:4;MZ 109;
355895;B° S.PUNTANAS;109;C: 02;;
355896;B° 500 VV M:;109;C:13;MZ 109;
355897;B°SERRANIAS PUNT MZA;109;CS 17;MZ 109;
355898;500 VIVIENDAS MZA;109;C:05;MZ 109;
355899;B° 500 VIV. M:;109;C:9;MZ 109;
355900;B° 500 VIV MZ:;109;C 20;MZ 109;
355901;B° 500 VV SUR M:;109;C:02;MZ 109;
355902;Bø 500 VIV. M:;109;C:9;MZ 109;
355903;RUTA PROV.3;1090;;;
355904;CATAMARCA;1098;;;
355905;CATAMARCA;1098;;;
355906;C.PEÑALOZA;1099;;;
355907;CHACHO PEÑALOZA;1099;;;
355908;CHACHO PEÑALOZA;1099;;;
355909;C.PEÑALOZA;1099;;;
355910;B°SOLIDAR ESTRELLA SUR MZ;11;CS 1;;
355911;B° SOLIDARIDAD M:;11;C: 18;MZ 11;
355912;Bø M.TORO;11;M:P C;;
355913;B° SOLIDADIDAD;11;AC:8;;
355914;ESTRELLA DEL SUR MZ;11;C.18;;
355915;B°MIRADOR D.PORTEZ;11;20;;
355916;B°EST DEL SUR PLAN SOLID;11;CS 16;;
355917;Bø JUAN DE DIOS GARRO M:K;11;C: 1;;
355918;B° M. DEL PORTEZUELO MZ:;11;C:1;MZ 11;
355919;BøM.DEL PORTEZUELO M:;11;C:02;MZ 11;
355920;B° M.DEL PORTEZUELO M:;11;C:15;MZ 11;
355921;BøM.TORO MZ:C C:;11;CS 11;;
355922;B° M DEL PORTEZUELO M:;11;;MZ 11;
355923;B°111 VIV. SOLIDARIDAD M:;11;C:7;MZ 11;
355924;B° 111 VIV M:;11;AC:11;MZ 11;
355925;B° M. DEL PORTEZ. M:;11;C:14;MZ 11;
355926;Bø PLAN SOLIDARIDAD M:;11;B C26;MZ 11;
355927;B° ESTREÑÑA DEL SUR MZ:;11;CC:21;MZ 11;
355928;B°J.DE DIOS GARRO M:K;11;CS:1;;
355929;Bø 544 VIVIENDAS;11;O;;
355930;Bø SOLIDARIDAD M:;11;C:3;MZ 11;
355931;B°EST DEL SUR PLAN SOLI M;11;CS 2;MZ 11;
355932;Bø ESTRELLA DEL SUR;11;C:7;;
355933;Bø J.DE DIOS GARRO;11;A1;;
355934;B° J.DE D.GARRO MZ C3 CS;11;;;
355935;SOLIDARIDAD 111 VDAS M:;11;C 20;MZ 11;
355936;SOLID. ESTRELLA DEL SUR M;11;B 18;MZ 11;
355937;BøM.DEL PORTEZUELO M:;11;C:13;MZ 11;
355938;B° 200 V. SUR M: D C:;11;CS 11;;
355939;ESTRELLA DEL SUR MZA;11;C.06;MZ 11;
355940;Bø ESTRELLA DEL SUR;11;C:02;;
355941;B°LUCAS RODRIGUEZ MZ.A C;11;CS 11;MZ.A;
355942;Bø EL LINCE;11;20;;
355943;Bø ESTRELLA DEL SUR M:;11;C:17;MZ 11;
355944;B° 111 VIV M:;11;C:03;MZ 11;
355945;B° ESTRELLA DEL SUR M:;11;A C15;MZ 11;
355946;ESTRELLA DEL SUR MZ;11;A-15;;
355947;114 VIV MZ.193 CASA;11;;;
355948;B° SAN LUIS 15 M:I C:;11;CS 11;;
355949;Bø PADRE MUJICA M:C C:;11;CS 11;;
355950;B° SOLIDARIDAD M:;11;C:A14;MZ 11;
355951;Bø ESTRELLA DEL SUR M:;11;C:15;MZ 11;
355952;B° PUCARA MZ.F;11;C:11;MZ.F;
355953;B° FELIX BOGADO MZ.N CS.;11;CS 11;;
355954;B° SOLIDARIDAD E.SUR MZ:A;11;CS:6;;
355955;B° JARDIN DEL SUR MZ:J CS;11;;;
355956;B° 109 VIV. MZ:C CS:;11;CS 11;;
355957;B°ESTRELLA DEL SUR MZ:;11;A C16;MZ 11;
355958;Bø EL LINCE;11;18;;
355959;B° 500 VIV.;11;116;;
355960;ESTRELLA DEL SUR M;11;C:6;MZ 11;
355961;B°ESTRELLA DEL SUR MZ;11;C.06;;
355962;B° L.RODRIGUEZ M:Q C:;11;CS 11;;
355963;B° MAXIMILIANO TORO M:6;11;;;
355964;JUAN DE DIOS GARRO MZ C3C;11;CS 11;;
355965;B°P.SOLIDARIDAD MZ:;11;CS:19;MZ 11;
355966;B° UNION SALVADOR ALLENDE;11;;;
355967;Bø JARDIN DEL SUR;11;H;;
355968;Bø 544 VIV.M:S C:;11;CS 11;;
355969;Bø SAN LUIS XV MZA N CASA;11;;;
355970;B°VALLE DEL SOL;11;B;;
355971;B°F.BOGADO MZ:L C:;11;CS 11;;
355972;B°L. RODRIGUEZ C:;11;CS 11;;
355973;B° SOLIDARIDAD M:;11;A14;MZ 11;
355974;B° SOLIDARIDAD M:;11;C:15;MZ 11;
355975;B°F.BOGADO MZ:C C:;11;CS 11;;
355976;B° SAN LUIS XV MZ:Ñ CS:;11;CS 11;;
355977;BøJ.D.GARRO MZ: K;11;C:2;;
355978;B° MANUEL LEZCANO;11;A;;
355979;Bø EL LINCE-;11;F;;
355980;B° 80 VIV.;11;C;;
355981;B. S ESTRELLA DEL SUR M:;11;C:12;MZ 11;
355982;B° 111 VIV. M:;11;C:14;MZ 11;
355983;B° ESTRELLA DEL SUR M:;11;C:5;MZ 11;
355984;B° MANUEL LEZCANO;11;N;;
355985;B° 500 VIV.;11;113;;
355986;Bø ESTRELLA DEL SUR;11;C:07;;
355987;BøM.DEL PORTEZUELO M:;11;C:17;MZ 11;
355988;MANUEL LEZCANO S/N CS;11;MZ K;;
355989;B° J.DE DIOS GARRO MZ Ñ C;11;CS 11;;
355990;ESTRELLA DEL SUR MZA;11;C.12;MZ 11;
355991;SAN LUIS XV CS;11;MZ H;;
355992;B°PADRE MUJICA CS;11;MZ C;;
355993;B° LUCAS RODRIGUEZ;11;E;;
355994;ESTREA DEL SUR.SOLID M:;11;C:21;MZ 11;
355995;Bø J.F.BOGADO;11;H;;
355996;B° SOLIDARIDAD M:;11;C:15;MZ 11;
355997;B°SOLIDARIDAD MZ:;11;CC:18;MZ 11;
355998;B° EL HORNERO CS;11;MZ D;;
355999;B° M DEL PORTEZUELO M:;11;C:17;MZ 11;
356000;B° PLAN SOLIDARIO M:;11;C C13;MZ 11;
356001;Bø ESTRELLA DEL SUR M:;11;A C18;MZ 11;
356002;111 VDAS PLAN SOLID MZA;11;C2 B;MZ 11;
356003;Bø M.LEZCANO;11;M;;
356004;B° MIRADOR DEL PORTEZUELO;11;MZ.27;;
356005;Bø M.DEL PORTEZUELO M:;11;C:15;MZ 11;
356006;Bø MIRADOR DEL PORT. M:;11;C: 14;MZ 11;
356007;BøJ.DEL SUR MZ:H C:;11;CS 11;;
356008;BøF.BOGADO;11;G;;
356009;B° SOLIDADIDAD;11;C:03;;
356010;B°SOLID ESTRELLA SUR MZ;11;B C9;;
356011;B° 111 VIV.M:;11;C:14;MZ 11;
356012;Bø EL HORNERO;11;D;;
356013;B° PADRE MUJICA MZA E CS;11;;;
356014;BøEL LINCE M:;11;14;MZ 11;
356015;B° J.F.BOGADO M:K C:;11;CS 11;;
356016;Bø 544 VIV.;11;MZ J;;
356017;Bø ESTRELLA DEL SUR M:;11;C:8;MZ 11;
356018;B°J.DEL SUR MZ:H C:;11;CS 11;;
356019;PLAN S.ESTRELLA DEL SUR C;11;CS 11;;
356020;B°SOLIDARIDAD E.DEL SUR M;11;C:19;MZ 11;
356021;PLAN VDAS JOVENES MZA A C;11;CS 11;;
356022;ESTRELLA DEL SUR MZ:;11;CS.16;MZ 11;
356023;B° 111 VIV.M:11A C:;11;CS 11;;
356024;Bø ESTRELLA DEL SUR M:;11;C:7;MZ 11;
356025;B°ESTRELLA DEL SUR MZ.A C;11;CS 11;MZ.A;
356026;BøL.RODRIGUEZ MN.W.CASA;11;;;
356027;B°SOLIDARIDAD M:;11;C:22;MZ 11;
356028;EL LINCE;11;;;
356029;B° 110 VDAS- MZ 194 - C;11;CS 11;;
356030;B° 109 VIV.;11;F;;
356031;BøF.BOGADO;11;K;;
356032;B° SOLIDARIDAD MZ;11;25;;
356033;B° PADRE MUJICA M: E C:;11;CS 11;;
356034;Bø SAN LUIS XV MZA Ñ;11;;;
356035;ESTRELLA DEL SUR M:;11;C:05;MZ 11;
356036;Bø PUCARA MZA E CASA;11;;;
356037;Bø 110 VIV. MZA 194 CASA;11;;;
356038;B° EL HORNERO;11;13;;
356039;B° L.RODRIGUEZ MZA Y;11;;;
356040;Bø ESTRELLA DEL SUR MZ:;11;C:7;MZ 11;
356041;SAN LUIS XV MZ.LL CS;11;;;
356042;LUCAS RODRIGUEZ MZ.B CS.;11;CS 11;MZ.B;
356043;B° 144 VDAS MZA G CS;11;;;
356044;B°SAN LUIS XU.MZ:N;11;;;
356045;BøL.RODRIGUEZ MZA P CASA;11;;;
356046;B°J.D.D.GARRO MZ:J C:;11;CS 11;;
356047;B° EL LINCE;11;26;;
356048;B° M.LEZCANO MZA C;11;CS 11;;
356049;B° SERRANIAS PUNTANAS;11;32;;
356050;B°F.BOGADO MZ:A C:;11;CS 11;;
356051;B° SOLIDARIAD 111 VIV MZA;11;B C16;MZ 11;
356052;B° SERRANIAS PUNTANAS;11;228;;
356053;B° SERRANIAS PUNT M: 27 C;11;CS 11;;
356054;B° JARDIN DEL SUR MZ.H C;11;CS 11;MZ.H;
356055;Bø 544 VIV. MZ:E CS:;11;CS 11;;
356056;Bø SOLIDARIDAD MZ:;11;C:7;MZ 11;
356057;B° MIRADOR DEL PORTEZUELO;11;19;;
356058;B° ESTRELLA DEL SUR M:;11;C:A;MZ 11;
356059;B° 111 VIV. M:;11;C:27;MZ 11;
356060;BøJ.DE DIOS GARRO M.LL C;11;CS 11;;
356061;B° 111 VIV.M:;11;A5;MZ 11;
356062;B°J.F.BOGADO MZ:K C:;11;CS 11;;
356063;B° SAN LUIS M:D C:;11;CS 11;;
356064;B°JARDIN DEL SUR;11;J;;
356065;B° ESTRELLA DEL SUR M:;11;C:8;MZ 11;
356066;B° MIRADOR D.PORTEZUELO;11;26;;
356067;B° 500 VIV.SUR;11;145;;
356068;Bø ESTRELLA DEL SUR M:;11;C: 21;MZ 11;
356069;B° MIR. DEL PORTEZUELO M:;11;C:4;MZ 11;
356070;B°PUCARA MZ:F C:;11;CS 11;;
356071;B° 544 VIV.M:I C:;11;CS 11;;
356072;B° MIR.DEL PORTEZUELO M:;11;C:8;MZ 11;
356073;PLAN SOLIDARIDAD MZ:;11;C:06;MZ 11;
356074;B° EL HORNERO II M: 7 C:;11;CS 11;;
356075;B° F.AMERICANOS M:E C:;11;CS 11;;
356076;Bø 544 VIV.;11;MZ M;;
356077;B° 111 VV SOLIDARIDAD M:;11;C:27;MZ 11;
356078;B° MAXIMILIANO TORO CS;11;MZ J;;
356079;B° 544 VIV. MZ:V CS:;11;CS 11;;
356080;B° 544 VDAS. MZA.N C.;11;CS 11;;
356081;Bø ESTRELLA DEL SUR;11;C:03;;
356082;B°111 VIV.SOLIDARIAS MZ:B;11;C:7;;
356083;B° 111 VIV M:;11;B C:3;MZ 11;
356084;B° 500 V. SUR M: 112 C:;11;CS 11;;
356085;Bø ESTRELLA DEL SUR;11;C: 8;;
356086;Bø ESTRELLA DEL SUR;11;C: 9;;
356087;B° ESTRELLA DEL SUR MZ:;11;BC: 5;MZ 11;
356088;B°SOLID EST. DEL SUR MZ:;11;AC:06;MZ 11;
356089;B°FELIZ BOGADO CS;11;MZ I;;
356090;B° 110 VIV.MZA 191 CASA;11;;;
356091;B° 114 VIV.;11;193;;
356092;B° SOLIDADIDAD;11;C:20;;
356093;Bø ESTRELLA DEL SUR MZ:;11;B C22;MZ 11;
356094;B°N.KIRCHNER;11;235;;
356095;B° MAXIMILIANO TORO;11;B;;
356096;B° MAXI TORO M: G C:;11;CS 11;;
356097;BøESTRELLA DEL SUR M:;11;C: 16;MZ 11;
356098;B° ESTRELLA DEL SUR MZ;11;C.15;;
356099;B° F.AMERICANOS MZ D CS;11;;;
356100;B° EL LINCE;11;35;;
356101;B° F.AMERICANOS;11;;MZ: A;
356102;B° 200 VIV.SUR;11;;;MZ:C
356103;RIOBAMBA SUR;11;;;
356104;B° 500 VIV.SUR;11;;;
356105;B° 500 VIV.SUR;11;;105;
356106;B° 500 VIV.SUR;11;;119;
356107;B° 500 VIV.SUR;11;;103;
356108;B° 500 VIV.SUR;11;;105;
356109;B° 500 VIV.SUR;11;;118;
356110;B° 500 VIV.SUR;11;;136;
356111;B° 500 VIV.SUR;11;;113;
356112;B° 500 VIV.SUR;11;;113;
356113;B° 500 VIV.SUR;11;;;MZ: D
356114;B° MAXIMILIANO TORO;11;MZ.LL;;
356115;B° J.F.BOGADO MZ:D CS:11;11;D;;
356116;BºSERRANIAS PUNTANAS MZ:153 C:;11;CS 11;;
356117;B° EL HORNERO MZ: F C:;11;CS 11;;
356118;Bº 500 VDAS SUR,SE.PUNTANAS MZ:112 C:;11;CS 11;;
356119;Bª 500 VIV SUR MZ: 116 C:;11;CS 11;;
356120;B°SOLIDARIDAD E DEL SUR M;11;AC:10;MZ 11;
356121;Bø ESTRELLA DEL SUR M:;11;C.9;MZ 11;
356122;B°J.DEL SUR MZ:J C:;11;CS 11;;
356123;Bº 200 VDAS MZ: C C:;11;CS 11;;
356124;SOLIDARIDAD ESTRELLA DEL SUR MZ: 189 C:;11;CS 11;;
356125;B° LUCAS RODRIGUEZ MZ: P C:;11;CS 11;;
356126;Bº EL HORNERO MZ: E C:;11;CS 11;;
356127;Bº SERRANIAS PUNTANAS MZ: 229 C:;11;CS 11;;
356128;Bº M. TORO MZ: A C:;11;CS 11;;
356129;Bº 150 SUR MZNA 172 CASA;11;;;
356130;B° PLAN JOVENES 25/35;11;;C;
356131;B° PLAN JOVENES 25/35;11;;MZ: B;
356132;Bº 120 VIV;11;;MZ: D;
356133;Bº LA VECINDAD;11;;E;
356134;MZNA 320 CS;11;;;
356135;Bª SOLIDARIDAD;11;15;;
356136;SOLIDARIDAD;11;17;;
356137;Bø J.F.BOGADO;11;;;
356138;Bø SAN LUIS XV MZA G CS;11;;;
356139;Bø M TORO MZA P;11;;;
356140;B° SAN LUIS XV(15);11;L;;
356141;Bø VALLE DEL SOL M:LL CS:;11;CS 11;;
356142;B°544 VIV.;11;C;;
356143;Bø J.F.BOGADO MZA I;11;;;
356144;B° 109 VIV.;11;C;;
356145;U.SALVADOR ALLENDE;11;;;
356146;Bø544 VIV.MZ:M C:;11;CS 11;;
356147;B° EL LINCE M:40 CASA;11;;;
356148;Bø J.DE DIOS GARRO M:;11;K.C11;MZ 11;
356149;B° SAN LUIS XV MZ:Ñ CS:;11;CS 11;;
356150;B°EL HORNERO MZ:E C:;11;CS 11;;
356151;B° J.P.PAYER MZ.J CS.1 CS;11;;;
356152;B°544 VIV CS:;11;CS 11;;
356153;Bø EL LINCE;11;26;;
356154;Bø J.F.BOGADO;11;MZ G;;
356155;B°F.BOGADO;11;J;;
356156;B°M.TORO;11;D;;
356157;Bø 544 VIV.MZA K CS.;11;CS 11;;
356158;BøESTRELLA DEL SUR MZ;11;C.20;;
356159;B° MANUEL LEZCANO MZ J CS;11;;;
356160;B°SAN LUIS X;11;C;;
356161;B° LUCAS RODRIGUEZ;11;H;;
356162;BøS.LUIS XIV;11;M:11;;
356163;B° SAN LUIS XXUI MZ.2 CS;11;;;
356164;Bø M.LEZCANO M:M C:;11;CS 11;;
356165;B° SAN LUIS XV(15);11;;;
356166;B° SAN LUIS XXIII;11;;MZ: E;
356167;B° SAN LUIS XXIII;11;;B;
356168;B° SAN LUIS XXIII;11;D: E;;
356169;B° SAN LUIS XXIII;11;;;
356170;B° VALLE DEL SOL;11;;;H
356171;B° SAN LUIS XV(15);11;;MZ: A;
356172;B° SAN LUIS XV(15);11;;MZ: N;
356173;B° SAN LUIS XV(15);11;;N;
356174;B° SAN LUIS XV(15);11;;F;
356175;B° SAN LUIS XV(15);11;;N;
356176;B° SAN LUIS XV(15);11;;;
356177;B° SAN LUIS XV(15);11;;;
356178;B° SAN LUIS XV(15);11;;;
356179;B° SAN LUIS XV(15);11;A;;
356180;B° SAN LUIS XV(15);11;;;
356181;B° PUCARA;11;;A;
356182;B° PUCARA;11;;B;
356183;B° PUCARA;11;;F;
356184;B° PUCARA;11;;;MZ: B
356185;B° PUCARA;11;;;
356186;B° M.TORO;11;;MZ: K;
356187;B° M.TORO;11;;MZ: M;
356188;B° M.TORO;11;;;
356189;B° M.TORO;11;;;MZNA. P
356190;B° M.LEZCANO;11;11;;
356191;B° M.LEZCANO;11;C;;
356192;B° M.LEZCANO;11;;;D
356193;B° M.LEZCANO;11;;;M
356194;B° L.RODRIGUEZ;11;;U;
356195;B° L.RODRIGUEZ;11;;MZ: C;
356196;B° L.RODRIGUEZ;11;;MZ: O;
356197;B° L.RODRIGUEZ;11;;MZ: Q;
356198;B° L.RODRIGUEZ;11;;Q;
356199;B° L.RODRIGUEZ;11;;;MZ: G
356200;B° L.RODRIGUEZ;11;;;MZ: A
356201;B° JARDIN DEL SUR;11;;;
356202;B° JARDIN DEL SUR;11;;MZ: I;
356203;B° JARDIN DEL SUR;11;;H;
356204;B° 500 VIV.SUR;11;;124;
356205;B° 500 VIV.SUR;11;;134;11
356206;B° 500 VIV.SUR;11;;126;
356207;B° 80 VIV.;11;;MZ: C;
356208;B° 80 VIV.;11;;E;
356209;B° 80 VIV.;11;;E;
356210;B° 80 VIV.;11;;A;
356211;B° M.DEL PORTEZUELO;11;;21;
356212;B° M.DEL PORTEZUELO;11;;28;
356213;B° M.DEL PORTEZUELO;11;;31;
356214;B° M.DEL PORTEZUELO;11;C: 18;;
356215;B° M.DEL PORTEZUELO;11;19;;
356216;B° P.MUJICA;11;;C;11
356217;B° P.MUJICA;11;;B;
356218;B° P.MUJICA;11;;MZ: D;
356219;B° P.MUJICA;11;;B;
356220;B° P.MUJICA;11;;;
356221;B° S.PUNTANAS;11;;;
356222;B° S.PUNTANAS;11;;;
356223;B° S.PUNTANAS;11;C: 11;;
356224;B° S.PUNTANAS;11;;;
356225;B° 200 VIV.SUR;11;;;A
356226;B° S.PUNTANAS;11;;233;
356227;B° EL FARO II;11;;275;
356228;B° 109 VIV.;11;;;MZ: C
356229;B° JARDIN DEL SUR;11;;H;
356230;B° JARDIN DEL SUR;11;;;E
356231;B° JARDIN SUR;11;;C;11
356232;B° J.F.BOGADO;11;;L;11
356233;B° J.F.BOGADO;11;;D;
356234;B° J.F.BOGADO;11;;MZ: J;
356235;B° J.F.BOGADO;11;3;;
356236;B° J.F.BOGADO;11;;I;
356237;B° J.F.BOGADO;11;;;MZ: Q
356238;B° J.F.BOGADO;11;;;MZ: D
356239;B° J.F.BOGADO;11;;;A
356240;B° J.DE DIOS GARRO;11;;;MZ: G7
356241;B° J.DE DIOS GARRO;11;;;MZ: B
356242;B° J.DE DIOS GARRO;11;;;
356243;B° J.DE DIOS GARRO;11;;M;11
356244;B° J.DE DIOS GARRO;11;;MZ: B;
356245;B° J.DE DIOS GARRO;11;;MZ: B;
356246;B° J.DE DIOS GARRO;11;;O;11
356247;B° J.DE DIOS GARRO;11;;M;
356248;B° J.DE DIOS GARRO;11;;MZ: B;
356249;B° J.DE DIOS GARRO;11;;MZ: A;
356250;B° J.DE DIOS GARRO;11;;H8;
356251;B° J.DE DIOS GARRO;11;;;
356252;B° J.DE DIOS GARRO;11;;;
356253;B° J.DE DIOS GARRO;11;;;MZ: L
356254;B° J.DE DIOS GARRO;11;M;;
356255;B° ESTRELLA DEL SUR;11;;17;
356256;B° ESTRELLA DEL SUR;11;;12;11
356257;B° ESTRELLA DEL SUR;11;;13;
356258;B° ESTRELLA DEL SUR;11;C:7;;MZ: 11 A
356259;B° ESTRELLA DEL SUR;11;C:5;;
356260;B° ESTRELLA DEL SUR;11;10;;
356261;B° ESTRELLA DEL SUR;11;09;;
356262;B° ESTRELLA DEL SUR;11;23;;B
356263;B° EST.DEL SUR;11;C: 12;;
356264;B° EST.DEL SUR;11;C: 12;;
356265;B° EST.DEL SUR;11;4;;B
356266;B° EL HORNERO;11;;C;
356267;B° EL HORNERO;11;;;
356268;B° EL HORNERO;11;;;F
356269;B° EL HORNERO ANEXO;11;3;;
356270;B° EL LINCE;11;;MZ 19;11
356271;B° 544 VIV.;11;;;MZ: A
356272;B° 544 VIV.;11;;;MZ: Q
356273;B° 544 VIV.;11;;;MZ: M
356274;B° 544 VIV.;11;;;MZ: F
356275;B° 544 VIV.;11;;;MZ: I
356276;B° 544 VIV.;11;;;
356277;B° 544 VIV.;11;;;
356278;B° 544 VIV.;11;;;A
356279;B° 544 VIV.;11;;MZ Q;
356280;B° 544 VIV.;11;;MZ S;
356281;B° 544 VIV.;11;;MZ Q;
356282;B° 544 VIV.;11;;MZ I;
356283;B° 544 VIV.;11;;MZ K;
356284;B° 544 VIV.;11;;MZ V;
356285;B° 544 VIV.;11;;MZ O;
356286;B° 544 VIV.;11;;MZ M;
356287;B° 544 VIV.;11;;MZ I;
356288;B° 110 VIV.;11;;196;11
356289;B° SAN LUIS XV(15);11;;;C
356290;B° SAN LUIS XV(15);11;;;Ñ
356291;B° SAN LUIS XV(15);11;;;Ñ
356292;B° SAN LUIS XV(15);11;;;
356293;B° 500 VIV. MZ.;110;C.14;;
356294;B°500 VDAS RUTA 3 SUR M;110;C:19;MZ 110;
356295;B° 500 VDAS SUR MZA;110;7;MZ 110;
356296;B°SERRANIAS PUNTANAS MZA;110;CS 5;MZ 110;
356297;B° 500 VIV. SUR M:;110;C:7;MZ 110;
356298;B° 500 VIV. M:;110;C:20;MZ 110;
356299;B° SERRANIAS PUNTANAS MZ:;110;C:11;MZ 110;
356300;B° 500 VDAS SUR M;110;C:18;MZ 110;
356301;B° S. PUNTANAS M:;110;C:1;MZ 110;
356302;Bø 500 VIV SUR MZ:;110;C:4;MZ 110;
356303;B°500 VDAS M;110;C:8;MZ 110;
356304;B° 500 VIV. M:;110;C:4;MZ 110;
356305;B° 500 VIV. SUR M:;110;C:19;MZ 110;
356306;B° 500 VIV SUR M;110;C:18;MZ 110;
356307;SERRANIAS PUNTANAS M:;110;C:1;MZ 110;
356308;500 VDAS SUR;110;C:07;;
356309;B° 500 VDAS M:;110;C:10;MZ 110;
356310;B° 500 VDAS SUR MZA;110;CS 18;MZ 110;
356311;B° S.PUNTANAS;110;C: 1;;
356312;E.GUTIERREZ;110;;;
356313;B° 500 VIV.SUR;110;C: 05;;
356314;B° 500 VIV.SUR;110;C: 05;;
356315;B° 500 VIV.SUR;110;C: 02;;
356316;B° 500 VIV.SUR;110;16;;
356317;B° 500 VIV.SUR;110;C: 14;;
356318;B° 500 VIV.SUR;110;C:7;;
356319;B° 500 VIV.SUR;110;15;;
356320;B° 500 VIV.SUR;110;4;;
356321;B° 500 VIV.SUR;110;C:2;;
356322;B° 500 VIV.SUR;110;19;;
356323;B° 500 VIV.SUR;110;C:3;;
356324;B° 500 VIV.SUR;110;C: 02;;
356325;B° 500 VIV.SUR;110;C:19;;
356326;B° 500 VIV.SUR;110;;;
356327;B° 500 VIV.SUR;110;10;;
356328;B° 500 VIV.SUR M:;110;C:10;MZ 110;
356329;Bø 500 VIV SUR M:;110;C: 12;MZ 110;
356330;Bø SERRANIAS PUNTANAS M:;110;C:1;MZ 110;
356331;B° SERRANIAS PUNTANAS M:;110;C:16;MZ 110;
356332;B° 500 VIV. SUR MZA.;110;C.10;MZ 110;
356333;B° 500 VIV. SUR M:;110;C:6;MZ 110;
356334;B° 500 VIV. M:;110;C:16;MZ 110;
356335;B°500 VIV SUR M:;110;C:13;MZ 110;
356336;B° SERRANIAS PUNTANAS MZ.;110;C.16;MZ 110;
356337;B° 500 VIV. SUR M:;110;C:10;MZ 110;
356338;B° SERRANIAS PUNTANAS MZ;110;C:16;MZ 110;
356339;B 500 V.S.M:;110;C:11;MZ 110;
