id;calle3;numero;depto_normal;manzana_normal;lote_normal
355277;B° EL HORNERO MZA D;10;;;
355278;B° 544 VIV. MZA O;10;;;
355279;Bø J.F.BOGADO;10;MZ E;;
355280;Bø EL HORNERO MZA K;10;;;
355281;B°J.F.BOGADO MZ:J C:;10;CS 10;;
355282;B° J DE D GARRO- MZ LL C;10;CS 10;;
355283;CATAMARCA;10;;;
355284;B° M.TORO;10;H;;
355285;Bø M.TORO;10;O;;
355286;B° JARDIN DEL SUR;10;F;;
355287;Bø EL LINCE;10;16;;
355288;B° EL HORNERO II MZ.6 CS.;10;CS 10;;
355289;Bø J F BOGADO MZA E;10;;;
355290;B° JUAN DE DIOS GARRO CS.;10;CS 10;;
355291;B° EL HORNERO M:J C:;10;CS 10;;
355292;Bø J.F.BOGADO M:R CASA;10;;;
355293;B° LUCAS RODRIGUEZ;10;I;;
355294;B° SAN LUIS XXIII;10;B;;
355295;BøJ.DE D.GARRO MZ:B C:;10;CS 10;;
355296;Bø J.DE DIOS GARRO;10;D4;;
355297;B° PUCARA MZ.F CS:;10;CS 10;MZ.F;
355298;B° EL HORNERO II MZ:8 CS:;10;CS 10;;
355299;B°J.F.BOGADO MZ:C C:;10;CS 10;;
355300;Bø J.DE DIOS GARRO M:J;10;C:11;;
355301;B° PUCARA M:D C:;10;CS 10;;
355302;Bº 109 VIV MZ: E C:;10;CS 10;;
355303;Bº M.TORO, MZ:B C:;10;CS 10;;
355304;B°EL LINCE;10;C:26;;
355305;FRESNOS AMERICANOS MZ E C;10;CS 10;;
355306;B° 500VIV. SUR;10;170;;
355307;BøJ DE DIOS GARRO MZ.L C;10;CS 10;;
355308;BøJ DE DIOS GARRO MZA Ñ;10;;;
355309;Bø J DE DIOS GARRO M:J CS;10;;;
355310;Bø JUAN DE DIOS GARRO M:J;10;C:1;;
355311;B°J.F.BOGADO MZ:N C:;10;CS 10;;
355312;BøJ DE DIOS GARRO M:I C:;10;CS 10;;
355313;BøESTRELLA DEL SUR;10;190;;
355314;Bø544 VIV.MZ:A C:;10;CS 10;;
355315;B°EL HORNERO;10;8;;
355316;B° L.RODRIGUEZ MZ:G C:;10;CS 10;;
355317;B° MANUEL LEZCANO M: G C:;10;CS 10;;
355318;B° 500 VIV. SUR;10;118;;
355319;B° M.LEZCANO MZA G;10;;;
355320;B° 109 VIV.;10;;MZ: A;
355321;B° 109 VIV.;10;;;E
355322;B° F.AMERICANOS;10;;MZ: A;
355323;B° F.AMERICANOS;10;;MZ: A;
355324;B° F.AMERICANOS;10;;;MZ: A
355325;CATAMARCA;10;;;
355326;CATAMARCA;10;;;
355327;CATAMARCA SUR;10;;;
355328;RIOBAMBA SUR;10;;;
355329;B° VIRGEN DE LUJAN;10;;MZ: A;
355330;B° VIRGEN DE LUJAN;10;;;MZ: B
355331;C.PEÑALOZA;10;;;
355332;C.PEÑALOZA;10;;;
355333;B° SAN LUIS XXIII;10;;E;
355334;B° SAN LUIS XXIII;10;;;
355335;B° SAN LUIS XXVI(26);10;;5;
355336;B° SAN LUIS XXVI(26);10;;;
355337;B° SAN LUIS XXVI(26);10;;;
355338;B° SAN LUIS XXVI(26);10;;2;
355339;B° SAN LUIS XXVI(26);10;;5;
355340;B° UNION;10;;;
355341;B° SAN LUIS XV(15);10;;D;
355342;B° SAN LUIS XV(15);10;;C;
355343;B° SAN LUIS XV(15);10;;;
355344;B° SAN LUIS XV(15);10;;;MZ: I
355345;B° SAN LUIS XV(15);10;;;MZ: E
355346;B° SAN LUIS XV(15);10;;;H
355347;B° SAN LUIS XV(15);10;;;B
355348;B° M.TORO;10;;;
355349;B° M.TORO;10;;;MZ: O
355350;B° M.TORO;10;;;
355351;B° M.TORO;10;;;MZ: O
355352;B° M.TORO;10;;;
355353;B° M.TORO;10;;;MZ: M
355354;B° M.TORO;10;;;
355355;B° M.TORO;10;;;
355356;B° M.TORO;10;;;
355357;B° M.TORO;10;;;
355358;B° M.TORO;10;;;
355359;B° PUCARA;10;;C;
355360;B° PUCARA;10;;F;10
355361;B° PUCARA;10;;MZ: D;
355362;B° PUCARA;10;;E;
355363;B° PUCARA;10;;;
355364;B° PUCARA;10;10;;
355365;B° SAN LUIS XV(15);10;;F;
355366;B° M.DEL PORTEZUELO;10;;6;10
355367;B° M.DEL PORTEZUELO;10;;32;
355368;B° 30 VIV.;10;;;MZ: A
355369;B° N.KIRCHNER;10;;235;
355370;B° EL FARO I;10;;246;
355371;B° 80 VIV.;10;;A;
355372;B° 80 VIV.;10;;;
355373;B° P.MUJICA;10;;F;
355374;B° P.MUJICA;10;C;;
355375;B° S.PUNTANAS;10;;30;10
355376;B° S.PUNTANAS;10;;249;
355377;B° S.PUNTANAS;10;;170;
355378;B° S.PUNTANAS;10;;34;
355379;B° S.PUNTANAS;10;;3;
355380;B° 200 VIV.SUR;10;;MZ: B;
355381;B° 200 VIV.SUR;10;;;
355382;B° 200 VIV.SUR;10;;;MZ: D
355383;B° 200 VIV.SUR;10;;;
355384;B° SAN LUIS XV(15);10;;MZ: L;
355385;B° SAN LUIS XV(15);10;;F;
355386;B° M.TORO;10;;P;
355387;B° M.TORO;10;;P;10
355388;B° M.TORO;10;;E;
355389;B° M.TORO;10;;;
355390;B° M.LEZCANO;10;;Ñ;
355391;B° M.LEZCANO;10;;;MZNA. K
355392;B° L.RODRIGUEZ;10;;;MZNA. X
355393;B° J.P.PAYER;10;;2;
355394;B° JARDIN DEL SUR;10;;I;
355395;B° JARDIN DEL SUR;10;;MZ: G;
355396;B° JARDIN DEL SUR;10;;MZ: F;
355397;B° JARDIN DEL SUR;10;;F;
355398;B° JARDIN DEL SUR;10;;;
355399;B° JARDIN DEL SUR;10;;;MZ: H
355400;B° JARDIN DEL SUR;10;;;C
355401;B° L.RODRIGUEZ;10;;MZ: S;
355402;B° L.RODRIGUEZ;10;;P;
355403;B° J.F.BOGADO;10;;;
355404;B° J.F.BOGADO;10;;;
355405;B° J.F.BOGADO;10;;;
355406;B° J.DE DIOS GARRO;10;;D4;
355407;B° J.DE DIOS GARRO;10;;MZ: J;
355408;B° J.DE DIOS GARRO;10;;;MZ: B
355409;B° J.DE DIOS GARRO;10;02;;
355410;B° J.DE DIOS GARRO;10;;;F6
355411;B° J.DE DIOS GARRO;10;;;
355412;B° J.DE DIOS GARRO;10;03;;J10
355413;B° J.F.BOGADO;10;;MZ: I;
355414;B° J.F.BOGADO;10;;MZ: I;
355415;B° J.F.BOGADO;10;;D;
355416;B° J.F.BOGADO;10;;MZ: E;
355417;B° J.F.BOGADO;10;;MZ: K;
355418;B° J.F.BOGADO;10;;;MZ:D
355419;B° ESTRELLA DEL SUR;10;;MZ: 11B;
355420;B° EL LINCE;10;;MZ 19;10
355421;B° EL LINCE;10;;MZ 36;
355422;B° EL LINCE;10;;MZ 14;
355423;B° EST.DEL SUR;10;;MZA 11 B;
355424;B° 544 VIV.;10;;;
355425;B° 544 VIV.;10;;;Q
355426;B° EL HORNERO;10;;4;
355427;B° EL HORNERO;10;;F;
355428;B° EL HORNERO;10;;MZ: D;
355429;B° EL HORNERO;10;;;MZ: B
355430;B° EL HORNERO;10;;;B
355431;B° EL HORNERO;10;;;
355432;B° 544 VIV.;10;;MZ B;
355433;B° 544 VIV.;10;;MZ P;
355434;B° 544 VIV.;10;;MZ L;
355435;B° 544 VIV.;10;;MZ D;
355436;B° 544 VIV.;10;;MZ N;
355437;B° 544 VIV.;10;;MZ N;
355438;B° 544 VIV.;10;;;
355439;B° 544 VIV.;10;;;
355440;BOCA DEL TIGRE;10;;;
355441;B° 110 VIV.;10;;191;
355442;B° 110 VIV.;10;10;191;
355443;RUTA PROV.N° 3;10;;;
355444;RUTA PROV.N°19;10;;;
355445;S.ALLENDE;10;;;
355446;S.ALLENDE;10;;;
355447;Bª J.D.PERON MZ:;10;C: 07;MZ 10;
355448;H.AZCASUBI;100;123;;
355449;B° 500 VIV. M:;100;C:20;MZ 100;
355450;B° 500 VDAS M:;100;C:20;MZ 100;
355451;B° 500 VIV SUR M;100;C:20;MZ 100;
355452;500 VDAS SUR MZ;100;C:10;;
355453;B° 500 VIV. SUR RUTA 3 M:;100;C:4;MZ 100;
355454;500 VIV. SUR M:;100;C:14;MZ 100;
355455;H.AZCASUBI;100;214;;
355456;RIOBAMBA SUR;100;;;
355457;C.PEÑALOZA;100;;;
355458;B° S.PUNTANAS;100;17;;
355459;B° S.PUNTANAS;100;11;;
355460;B° 500 VIV.SUR;100;C: 8;;
355461;B° 500 VIV.SUR;100;8;;
355462;B° 500 VIV.SUR;100;9;;
355463;B° 500 VIV.SUR;100;5;;
355464;B° 500 VIV.SUR;100;14;;
355465;B° 500 VIV.SUR;100;C: 19;;
355466;B°ESTRELLA DEL SUR MZ:F C;100;CS 100;;
355467;A.CAPDEVILLA;100;;;
355468;B° SERRANIAS PUNTANAS M:;100;C:18;MZ 100;
355469;ARTURO CAPDEVILLA;100;;;
355470;B° SERRANIAS PUNTANAS M:;100;C:17;MZ 100;
355471;Bø 500 VIVIENDAS SUR MZA;100;C: 15;MZ 100;
355472;CATAMARCA;100;;;
355473;B° SERRANIAS PUNTANAS M:;100;C:21;MZ 100;
355474;Bø 500 VIV SUR M:;100;C: 15;MZ 100;
355475;B° 500 VIV.SUR M:;100;C:14;MZ 100;
355476;RIOBAMBA SUR;100;;;
355477;H.AZCASUBI;100;123;;
355478;B° JARDIN DEL SUR M:E C:;100;CS 100;;
355479;B° SERRAN PUNTANAS M:;100;C: 12;MZ 100;
355480;B° SERRANIAS PUNTANAS MZA;100;CS 16;MZ 100;
355481;H.AZCASUBI;100;123;;
355482;B° 500 VIV SUR M;100;C:20;MZ 100;
355483;Bø 500 VIV SUR M:;100;C: 6;MZ 100;
355484;B° 500 VIV. SUR M:;100;C:9;MZ 100;
355485;Bø 500 VIV. M:;100;C:6;MZ 100;
355486;B° SERRANIAS PUNTANAS M:;100;C:16;MZ 100;
355487;SERRANIAS PUNTANAS MZ;100;C.13;MZ 100;
355488;B° 500 VIV. SUR M:;100;C:5;MZ 100;
355489;B°500 VIVIENDAS MZ:;100;C: 14;MZ 100;
355490;B° SERRANIAS PUNTANAS MZ.;100;C:16;MZ 100;
355491;RIOBAMBA;100;SUR;;
355492;SERRANIAS PUNTANAS;100;C:11;;
355493;Bø500 VIV SUR M:;100;C:7;MZ 100;
355494;Bø 500 VIV SUR MAN M:;100;C: 9;MZ 100;
355495;B° 500 VIV SUR M:;100;C: 10;MZ 100;
355496;ARTURO CAPVEDILLA;100;;;
355497;CHACHO PEÑALOZA EX ADUANA;1000;;;
355498;C.PEÑALOZA;1004;;;
355499;B° M.TIBILETTI;1004;B;;
355500;B° M.TIBILETTI;1004;;;
355501;PJE.FRAGA;1006;;;
355502;PJE.FRAGA;1006;;;
355503;PJE. FRAGA;1006;;;
355504;A.CAPDEVILLA;101;;;
355505;CAPDEVILLA ARTURO;101;;;
355506;CAPDEVILLA;101;;;
355507;C.PEÑALOZA;1012;;;
355508;B° VIRGEN DE LUJAN;1012;;;
355509;H.AZCASUBI;102;;;
355510;B° 500 VIV. SUR M:;102;C:4;MZ 102;
355511;PERITO MORENO;102;;;
355512;HILARIO ASCASUBI;102;;;
355513;HILARIO ASCASUBI C/S;102;;;
355514;Bø 500 VIV M:;102;C:102;MZ 102;
355515;B°500 VDAS SUR MZ;102;C:10;;
355516;B° 500 VDAS.SUR MZ.;102;C.12;;
355517;B° 500 VIV.SUR;102;C.13;;
355518;B° 500 VIV.SUR;102;20;;
355519;B° 500 VIV.SUR;102;16;;
355520;B° 500 VIV.SUR;102;09;;
355521;B° 500 VIV.SUR;102;4;;
355522;B° 500 VIV.SUR;102;C: 17;;
355523;B° 500 VIV.SUR;102;C: 19;;
355524;B° 500 VIV.SUR;102;C: 14;;
355525;B° 500 VIV.SUR;102;C: 19;;
355526;B° SERRANIAS PUNTANAS M:;102;C:13;MZ 102;
355527;B° 500 VV M:;102;C:09;MZ 102;
355528;B° SERRANIAS PUNTANAS MZ;102;C.11;MZ 102;
355529;500 VIV. M:;102;8;MZ 102;
355530;B°500 VDAS SUR MZA;102;CS 9;MZ 102;
355531;PERITO MORENO;102;;;
355532;B° 500 VIV SUR M;102;C:06;MZ 102;
355533;B° 500 VIV SUR M;102;C:09;MZ 102;
355534;Bø500 VIV.SUR MZ:;102;C:1;MZ 102;
355535;Bø500 VIV SUR M:;102;C: 13;MZ 102;
355536;H.ASCASUBI;102;;;
355537;B° 500 VDAS SUR MZ:;102;C:15;MZ 102;
355538;B° 500 VIV.SUR M:;102;C:8;MZ 102;
355539;B°500 VDAS SUR;102;C:17;;
355540;B°500 VDAS M:;102;C:18;MZ 102;
355541;Bø500 VIVIENDAS SUR MZA;102;C:02;MZ 102;
355542;B° 500 SUR M:;102;C:20;MZ 102;
355543;B° 500 VIV. M:;102;C:7;MZ 102;
355544;B° 500 VIV. SUR M:;102;C:16;MZ 102;
355545;Bø SERRANIAS PUNTANAS M:;102;C:7;MZ 102;
355546;500 VDAS SUR;102;C:18;;
355547;B 500 VIVIENDAS MZA;102;C:14;MZ 102;
355548;Bø 500 VIV SUR M:;102;C: 10;MZ 102;
355549;B° 500 VIV. SUR M:;102;C:8;MZ 102;
355550;B°500 VDAS SUR M;102;C:17;MZ 102;
355551;Bø500 VIV.SUR MZ:;102;C:3;MZ 102;
355552;Bø 500 VIV SUR M:;102;C: 11;MZ 102;
355553;B°500 VDAS SUR MZ;102;C:14;;
355554;PJE.FRAGA;1023;;;
355555;PJE.FRAGA;1023;;;
355556;PJE.FRAGA;1024;;;
355557;PJE FRAGA;1025;;;
355558;PJE.FRAGA;1025;;;
355559;PJE. FRAGA;1025;;;
355560;PJE.FRAGA;1025;;;
355561;B° S.PUNTANAS;103;C: 15;;
355562;500 VIV. SUR M:;103;C:10;MZ 103;
355563;B° 500 VIV.SUR;103;19;;
355564;B° 500 VIV.SUR;103;1;;
355565;B° 500 VIV.SUR;103;20;;
355566;B° 500 VIV.SUR;103;19;;
355567;500 VIV. SUR M:;103;7;MZ 103;
355568;B°500 VDAS SUR M;103;C:8;MZ 103;
355569;B° 500 VIV SUR M;103;C:10;MZ 103;
355570;B° 500 VV M:;103;C:13;MZ 103;
355571;B° 500 VDAS SUR MZ;103;C.09;;
355572;B° 500 VDAS. MZ.;103;C.6;;
355573;B° 500 V.SUR M:;103;C.9;MZ 103;
355574;B°500 VDAS SUR M;103;C:19;MZ 103;
355575;B° 500 VIV.SUR;103;06;;
355576;Bø 500 VIV M:;103;C: 9;MZ 103;
355577;B°500 VDAS SUR M;103;C:4;MZ 103;
355578;B° 500 VIV M:;103;C:2;MZ 103;
355579;B° 500 VIV. M:;103;C:12;MZ 103;
355580;B° SERRANIAS PUNTANAS MZ.;103;C.18;MZ 103;
355581;Bø500 VIV.SUR MZNA;103;C.4;;
355582;500 VIV.SUR MZ.;103;C.7;;
355583;Bø 500 VDAS SUR MZ;103;C:02;;
355584;Bø 500 VIVIENAS SUR MZNA;103;C:06;;
355585;B° 500 VIV. SUR MZ.;103;C.5;;
355586;B° 500 VIV. SUR M:;103;C:12;MZ 103;
355587;B° 500 VDAS MZA:;103;C: 15;MZ 103;
355588;Bø 500 VIV SUR M:;103;C: 8;MZ 103;
355589;Bø 500 VIV. SUR MZA.;103;C.7;MZ 103;
355590;B°500 SUR M;103;C:16;MZ 103;
355591;B° 500 VDAS SUR M;103;C:11;MZ 103;
355592;500 VDAS SUR MZA;103;16;MZ 103;
355593;PJE:FRAGA;1034;3;;
355594;PJE.FRAGA;1036;;;
355595;PJE.FRAGA;1036;;;
355596;PJE.FRAGA;1036;;;
355597;PJE FRAGA;1036;;;
355598;PJE FRAGA;1036;;;
355599;PJE.FRAGA;1036;DT:3;;
355600;FRAGA;1036;;;
355601;PASAJE FRAGA;1036;;;
355602;PJE.FRAGA;1036;;;
355603;PJE.FRAGA;1037;;;
355604;PJE FRAGA;1037;;;
355605;B° 500 VIV.SUR;104;C: 19;;
355606;500 VIVIENDAS SUR MZ:;104;C: 7;MZ 104;
355607;B° S.PUNTANAS;104;C: 17;;
355608;B° S.PUNTANAS;104;C:13;;
355609;B° 500 VIV.SUR;104;C: 15;;
355610;B° 500 VIV.SUR;104;13;;
355611;B° 500 VIV.SUR;104;C: 15;;
355612;B° 500 VIV.SUR;104;C: 08;;
355613;B° 500 VIV.SUR;104;C: 12;;
355614;B° 500 VIV.SUR;104;C: 19;;
355615;500 VIV SUR M:;104;C:19;MZ 104;
355616;B°500 VDAS SUR M;104;C:3;MZ 104;
355617;500 VIV. SUR M:;104;C:11;MZ 104;
355618;B° 500 VIV.SUR MZ.;104;C.7;;
355619;B° 500 VIV. SUR M:;104;C:15;MZ 104;
355620;B° SERRANIAS PUNTANAS M:;104;C:6;MZ 104;
355621;B° 500 VIV SUR M;104;C:14;MZ 104;
355622;B° 500 VIV SUR M;104;C:5;MZ 104;
355623;B°500 VDAS SUR MZ:;104;C:12;MZ 104;
355624;B° 500 VIV SUR M:;104;C:7;MZ 104;
355625;B°500 VDAS SUR;104;C:19;;
355626;B° 500 VDAS SUR MZ:;104;C:16;MZ 104;
355627;B° 500 VIV SUR M;104;C:9;MZ 104;
355628;B° SERRANIAS PUNTANAS M;104;C:17;MZ 104;
355629;Bø 500 VDAS;104;C:06;;
355630;B° 500 VIV SUR M;104;C:3;MZ 104;
355631;H.AZCASUBI;104;;;
355632;B° 500 VIV SUR M;104;C:15;MZ 104;
355633;SERRANIAS PUNTANAS M:;104;C:14;MZ 104;
355634;B° 500 VIV. M:;104;C:16;MZ 104;
355635;Bø500 VIV SUR M:;104;C: 1;MZ 104;
355636;B 500 VDAS SUR MZA;104;C:2;MZ 104;
355637;B° SERRANIAS PUNTANAS M:;104;C:17;MZ 104;
355638;B°500 VDAS SUR M;104;C:2;MZ 104;
355639;B° 500 VIV SUR M;104;C: 11;MZ 104;
355640;B° JUAN DE D.GARRO M:J CS;104;;;
355641;B° S.PUNTANAS;104;C:13;;
355642;B° 500 VIV.SUR;105;5;;
355643;B°SERRANIAS PUNTANAS MZA;105;CS 16;MZ 105;
355644;B° 500 VIV.SUR;105;C:5;;
355645;B° 500 VIV.SUR;105;C. 19;;
355646;B° 500 VIV.SUR;105;C: 13;;
355647;B° 500 VIV.SUR;105;C. 12;;
355648;B° 500 VIV.SUR;105;C: 16;;
355649;B° 500 VIV.SUR;105;C: 12;;
355650;B° 500 VIV.SUR;105;6;;
355651;B° 500 VIV.SUR;105;9;;
355652;B° 500 VIV.SUR;105;11;;
355653;B° 500 VIV.SUR;105;01;;
355654;B° 500 VIV. M:;105;C:11;MZ 105;
355655;B° 500 VIV. SUR M:;105;C:2;MZ 105;
355656;SERRANIAS PUNTANAS MZ:;105;C:03;MZ 105;
355657;Bø 500 VIV SUR M:;105;C: 13;MZ 105;
355658;500 VDAS SUR LIC 15;105;C:18;;
355659;Bø COMPLEJO SERRANIAS P M;105;C:17;MZ 105;
355660;B° 500 VDAS SUR MZ;105;C.16;;
355661;B° 500 VDAS M:;105;C:08;MZ 105;
355662;SERRANIAS PUNTANAS M;105;C:15;MZ 105;
355663;B° 500 VIV.SUR;105;09;;
355664;500 VIVIENDAS MZA;105;C:20;MZ 105;
355665;SERRANIAS PUNTANAS MZ;105;C.03;MZ 105;
355666;B° 500 VIV SUR M:;105;C: 5;MZ 105;
355667;Bø500 VIV. M:;105;C:9;MZ 105;
355668;B°500 VIV. M:;105;C:18;MZ 105;
355669;Bø 500 VIV M:;105;C: 14;MZ 105;
355670;B° S.PUNTANAS M:;105;C:19;MZ 105;
355671;B°500 VDAS RUTA3 SUR M;105;8;MZ 105;
355672;B° 500 VDAS SUR MZ;105;C.12;;
355673;B°500 VDAS SERRANIAS PUNT;105;C:1;;
355674;B° 500 VIV.M:;105;C:18;MZ 105;
355675;B° SERRANIAS PUNTANAS M:;105;C:15;MZ 105;
355676;500 VIV SUR.M:;105;C.10;MZ 105;
355677;500 VDAS SUR;105;C:04;;
355678;B° 500 VDAS SUR MZA;105;C.02;MZ 105;
355679;B° 500 VDAS SUR MZA;105;CS 5;MZ 105;
355680;Bø500 VIV SUR M:;105;C: 7;MZ 105;
355681;B° 500 VIV SUR M:;105;C:02;MZ 105;
355682;500 VDAS SUR RUTA 3 SUR;105;C:01;;
355683;B° SERR.PUNTANAS M:;105;C:15;MZ 105;
355684;PJE FRAGA;1058;;;
355685;PJE. FRAGA;1058;;;
355686;B° S.PUNTANAS;106;C: 03;;
355687;B° 500 VIV. M:;106;C:5;MZ 106;
355688;B° 500 VIV.SUR;106;;;
355689;B° 500 VIV.SUR;106;C: 11;;
355690;B° 500 VIV.SUR;106;14;;
355691;B° 500 VIV.SUR;106;5;;
355692;B° 500 VIV.SUR;106;C: 15;;
355693;B° 500 VIV.SUR;106;C: 17;;
355694;B° 500 VIV.SUR;106;C: 03;;
355695;B° 500 VIV.SUR;106;C: 04;;
355696;B° 500 VIV.SUR;106;C: 17;;
355697;B° 500 VIV.SUR;106;C: 06;;
355698;B° 500 VIV.SUR;106;20;;
355699;B° 500 VIV. MZ:;106;C:2;MZ 106;
355700;500 VDAS MZA;106;C:02;MZ 106;
355701;Bø 500 VIV. SUR M:;106;C:19;MZ 106;
355702;Bø S.PUNTANAS M.;106;10;MZ 106;
355703;Bø 500 VIV. SUR MZA.CS.2;106;C.3;;
355704;B°500 VIV. M:;106;C:5;MZ 106;
355705;Bø 500 VDAS SUR MZA;106;C:01;MZ 106;
355706;Bø500 VDAS;106;C:15;;
355707;Bø500 VIV SUR MZA;106;C:19;MZ 106;
355708;B° 500 VIV. M:;106;C:12;MZ 106;
355709;B° 500 VIV. M:;106;C:3;MZ 106;
355710;B° 500 VIV. M:;106;C:11;MZ 106;
355711;B°500 VDAS SUR S PUNTANAS;106;C:13;;
355712;B°500 VDAS SUR M;106;C:16;MZ 106;
355713;B° 500 VDAS;106;C:07;;
355714;500 VDAS SUR MZA;106;C:08;MZ 106;
355715;B°500 VDAS SUR MZA;106;CS 20;MZ 106;
355716;SERRANIAS PUNTANAS M:;106;C:18;MZ 106;
355717;500 VDAS RUTA 3;106;C:04;;
355718;B° S PUNTANAS M:;106;C:10;MZ 106;
355719;B° 500 VIV. M:;106;C:14;MZ 106;
355720;B° SERRANIAS PUNTANAS M:;106;C:14;MZ 106;
355721;B° 500 VIV SUR M;106;C:6;MZ 106;
355722;B° 500 VIV SUR MZ:;106;CS:15;MZ 106;
355723;B° SERRANIAS PUNTANAS M:;106;C: 19;MZ 106;
355724;B° 500 VDAS SUR M;106;C:20;MZ 106;
355725;B° 500 VIV. SUR M:;106;C:3;MZ 106;
355726;B° 500 VIV. M:;106;C:15;MZ 106;
355727;B°500 VIV. MZ:;106;C:11;MZ 106;
355728;Bø 500 VDAS SUR;106;C:01;;
355729;B° 500 VDAS SUR M;106;C:7;MZ 106;
355730;B° 500 VIVIENDAS SUR MZA;106;C:9;MZ 106;
355731;500 VIVAS SUR MZA;106;CS 2;MZ 106;
355732;B°500 VDAS M;106;C:15;MZ 106;
355733;B° 500 VIV. SUR M:;106;C:19;MZ 106;
355734;25 DE FEBRERO-B° J.D.SUR;106;;;
355735;PJE.FRAGA;1069;;;
355736;PJE.FRAGA;1069;;;
355737;PJE FRAGA;1069;02;;
355738;PJE.FRAGA;1069;;;
355739;B° JARDIN SUR;107;;;
355740;B° 500 VDAS M:;107;C:10;MZ 107;
355741;B° 500 VIV.SUR;107;16;;
355742;B° 500 VIV.SUR;107;4;;
355743;B° 500 VIV.SUR;107;C: 14;;
355744;B° 500 VIV.SUR;107;C: 15;;
355745;B° 500 VIV.SUR;107;C: 11;;
355746;B° 500 VIV.SUR;107;C: 1;;
355747;B° 500 VIV.SUR;107;10;;
355748;B° 500 VIV.SUR;107;C: 18;;
355749;B° 500 VV M:;107;C:04;MZ 107;
355750;Bø 500 VIV. M:;107;C:20;MZ 107;
355751;B° 500 VIV.SUR M:;107;C:17;MZ 107;
355752;B° 500 VIV. M.;107;C.12;MZ 107;
355753;Bø500 VIV SUR M:;107;C: 10;MZ 107;
355754;B° 500 VIV SUR M;107;C:20;MZ 107;
355755;B° SERRANIAS PUNTANAS M:;107;C:07;MZ 107;
355756;B° 500 VIV. M:;107;C:6;MZ 107;
355757;B°500 VDA SUR MZA;107;CS 15;MZ 107;
355758;SERRANIAS PUNTANAS SUR MZ;107;C.08;MZ 107;
355759;B°500 VIV. M:;107;C:13;MZ 107;
355760;B° 500 VV M:;107;C:03;MZ 107;
355761;B° SERRANIAS PUNTANAS M:;107;C:9;MZ 107;
355762;500 VIV M:;107;C-12;MZ 107;
355763;500 VDAS M:;107;C:13;MZ 107;
355764;B° 500 VIV SUR MZA;107;C: 10;MZ 107;
355765;B° 500 VIV.M:;107;C:13;MZ 107;
355766;B° 500 VIV M.;107;3;MZ 107;
355767;B° 500 VIV.SUR;107;C: 04;;
355768;500 VIV SUR M:;107;C.10;MZ 107;
355769;SERRANIAS PUNTANAS MZA;107;CS 09;MZ 107;
355770;B° 500 VIV MZ:;107;C:16;MZ 107;
355771;B° 500 VIV SUR M;107;C:18;MZ 107;
355772;B° 500 VDAS M:;107;C:02;MZ 107;
355773;B°500 VDAS SUR M;107;C5;MZ 107;
355774;B° 500 VIV SUR M;107;C:15;MZ 107;
355775;Bø 500 VIV SUR M:;107;C: 5;MZ 107;
355776;B° 500 VIV. M:;107;C:20;MZ 107;
355777;Bø500 VIV SUR M:;107;C: 19;MZ 107;
355778;CHACHO PEÑALOZA;1075;;;
355779;B° 500 VIV SUR M;108;C:01;MZ 108;
355780;B° 500 VIV. SUR M:;108;C:10;MZ 108;
355781;Bø 500 VIV. M:;108;C:6;MZ 108;
355782;B° 500 VIV SUR M:;108;C:16;MZ 108;
355783;B° 500 VDAS. SUR MZA.;108;C:8;MZ 108;
355784;500 VDAS SUR;108;C:06;;
355785;B° 500 VDAS SUR M.;108;C:20;MZ 108;
355786;B° 500 VDAS SUR M;108;C:15;MZ 108;
355787;B° JARDIN DEL SUR;108;;;
355788;B° JARDIN DEL SUR;108;;;
355789;B° S.PUNTANAS;108;C: 06;;
355790;B° S.PUNTANAS;108;C: 09;;
355791;B° S.PUNTANAS;108;C: 15;;
355792;B° 500 VIV.SUR;108;9;;
355793;B° 500 VIV.SUR;108;19;;
355794;B° 500 VIV.SUR;108;10;;
355795;B° 500 VIV.SUR;108;10;;
355796;B° 500 VIV.SUR;108;C:17;;
355797;B° 500 VIV.SUR;108;18;;
355798;B° 500 VIV.SUR;108;C:18;;
355799;B° 500 VIV.SUR;108;C:16;;
355800;B° 500 VIV.SUR;108;C:9;;
355801;B° 500 VIV.SUR;108;C: 13;;
355802;B° 500 VIV.SUR;108;C: 04;;
355803;B° 500 VIV.SUR;108;;;
355804;B° 500 VIV.SUR;108;C: 06;;
355805;B° 500 VIV.SUR;108;C: 07;;
355806;B° 500 VV M:;108;C:07;MZ 108;
355807;B° 500 VV. M:;108;C:14;MZ 108;
355808;B° 500 VDAS.MZA.;108;C.10;MZ 108;
355809;SERRANIAS PUNTANAS MZ;108;C.09;MZ 108;
355810;B° 500 VIV. M:;108;C:11;MZ 108;
355811;Bø 500 VIV M:;108;C: 16;MZ 108;
355812;B°500 VIV.SUR M:;108;C:6;MZ 108;
355813;500 VDAS SUR;108;C:08;;
355814;Bø 500 VIV SUR M:;108;C:7;MZ 108;
355815;B°500 VDAS SUR MZA;108;CS 19;MZ 108;
355816;B°500 VDAS SUR;108;C:2;;
355817;B° 500 VIV SUR MZA;108;C 4;MZ 108;
355818;500 VDAS SUR;108;C:10;;
355819;B° 500 VIV SUR M;108;C:3;MZ 108;
355820;500 VIV M:;108;C:3;MZ 108;
355821;CERRANIAS PUNTANAS M:;108;C:06;MZ 108;
355822;500 VDAS SUR;108;C:13;;
